"NVP_BID_NR","SVC_GRP_NR","SVC_GRP_SUF_NR","DEL_ZN_NR","WGT_MS_UNT_TYP_CD","WGT_CGY_WGY_QY","PKGVOL","WEIGHT"
"I110000891","ACCRVJG","00","103   ","LB",0,0.0153101,0
"I110000891","ACCRVJG","00","104   ","LB",0,0.0118799,0
"I110000891","ACCRVJG","00","105   ","LB",0,0.0167361,0
"I110000891","ACCRVJG","00","106   ","LB",0,0.0108073,0
"I110000891","ACCRVJG","00","107   ","LB",0,0.0056119,0
"I110000891","ACCRVJG","00","108   ","LB",0,0.0396548,0
"I110000891","ACCRVJH","00","105   ","LB",2,247.2574,2
"I110000891","ACCRVJH","00","105   ","LB",3,247.2574,3
"I110000891","ACCRVJH","00","105   ","LB",4,247.2574,4
"I110000891","ACCRVJH","00","105   ","LB",17,247.2574,17
"I110000891","ACCRVJH","00","105   ","LB",20,247.2574,20
"I110000891","ACCRVJI","00","133   ","LB",0,0.014943,0
"I110000891","ACCRVJI","00","134   ","LB",0,0.0132802,0
"I110000891","ACCRVJI","00","135   ","LB",0,0.0165155,0
"I110000891","ACCRVJI","00","136   ","LB",0,0.0113931,0
"I110000891","ACCRVJI","00","137   ","LB",0,0.0059762,0
"I110000891","ACCRVJI","00","138   ","LB",0,0.0378921,0
"I110000891","ACCRVJJ","00","135   ","LB",1,279.5734,1
"I110000891","ACCRVJJ","00","135   ","LB",3,139.7867,3
"I110000891","ACCRVJJ","00","135   ","LB",4,139.7867,4
"I110000891","ACCRVJJ","00","135   ","LB",7,139.7867,7
"I110000891","ACCRVJJ","00","135   ","LB",9,139.7867,9
"I110000891","ACCRVJJ","00","135   ","LB",11,279.5734,11
"I110000891","ACCRVJJ","00","135   ","LB",18,139.7867,18
"I110000891","ACCRVJJ","00","136   ","LB",7,139.7867,7
"I110000891","ACCRVJK","00","203   ","LB",0,0.0138758,0
"I110000891","ACCRVJK","00","204   ","LB",0,0.0118061,0
"I110000891","ACCRVJK","00","205   ","LB",0,0.017832,0
"I110000891","ACCRVJK","00","206   ","LB",0,0.014718,0
"I110000891","ACCRVJK","00","207   ","LB",0,0.0089108,0
"I110000891","ACCRVJK","00","208   ","LB",0,0.0328573,0
"I110000891","ACCRVJL","00","202   ","LB",3,1777.29725,3
"I110000891","ACCRVJL","00","205   ","LB",1,1777.29725,1
"I110000891","ACCRVJL","00","205   ","LB",3,3554.5945,3
"I110000891","ACCRVJL","00","205   ","LB",4,3554.5945,4
"I110000891","ACCRVJL","00","205   ","LB",7,1777.29725,7
"I110000891","ACCRVJL","00","205   ","LB",9,1777.29725,9
"I110000891","ACCRVJM","00","243   ","LB",0,0.01949,0
"I110000891","ACCRVJM","00","244   ","LB",0,0.0131811,0
"I110000891","ACCRVJM","00","245   ","LB",0,0.0196303,0
"I110000891","ACCRVJM","00","246   ","LB",0,0.0124425,0
"I110000891","ACCRVJM","00","247   ","LB",0,0.007129,0
"I110000891","ACCRVJM","00","248   ","LB",0,0.0281271,0
"I110000891","ACCRVJN","00","243   ","LB",1,0.01949,1
"I110000891","ACCRVJN","00","244   ","LB",1,0.0131811,1
"I110000891","ACCRVJN","00","245   ","LB",1,0.0196303,1
"I110000891","ACCRVJN","00","246   ","LB",1,0.0124425,1
"I110000891","ACCRVJN","00","247   ","LB",1,0.007129,1
"I110000891","ACCRVJN","00","248   ","LB",1,0.0281271,1
"I930000891","ACCRVGH","00","103   ","LB",0,0.0153101,0
"I930000891","ACCRVGH","00","104   ","LB",0,0.0118799,0
"I930000891","ACCRVGH","00","105   ","LB",0,0.0167361,0
"I930000891","ACCRVGH","00","106   ","LB",0,0.0108073,0
"I930000891","ACCRVGH","00","107   ","LB",0,0.0056119,0
"I930000891","ACCRVGH","00","108   ","LB",0,0.0396548,0
"I930000891","ACCRVGI","00","105   ","LB",2,1.072,2
"I930000891","ACCRVGI","00","105   ","LB",3,1.072,3
"I930000891","ACCRVGI","00","105   ","LB",4,1.072,4
"I930000891","ACCRVGI","00","105   ","LB",17,1.072,17
"I930000891","ACCRVGI","00","105   ","LB",20,1.072,20
"I930000891","ACCRVGJ","00","133   ","LB",0,0.014943,0
"I930000891","ACCRVGJ","00","134   ","LB",0,0.0132802,0
"I930000891","ACCRVGJ","00","135   ","LB",0,0.0165155,0
"I930000891","ACCRVGJ","00","136   ","LB",0,0.0113931,0
"I930000891","ACCRVGJ","00","137   ","LB",0,0.0059762,0
"I930000891","ACCRVGJ","00","138   ","LB",0,0.0378921,0
"I930000891","ACCRVGK","00","135   ","LB",1,1.2294,1
"I930000891","ACCRVGK","00","135   ","LB",3,0.6147,3
"I930000891","ACCRVGK","00","135   ","LB",4,0.6147,4
"I930000891","ACCRVGK","00","135   ","LB",7,0.6147,7
"I930000891","ACCRVGK","00","135   ","LB",9,0.6147,9
"I930000891","ACCRVGK","00","135   ","LB",11,1.2294,11
"I930000891","ACCRVGK","00","135   ","LB",18,0.6147,18
"I930000891","ACCRVGK","00","136   ","LB",7,0.6147,7
"I930000891","ACCRVGL","00","002   ","LB",20,71.528,20
"I930000891","ACCRVGN","00","002   ","LB",20,55.099,20
"I930000891","ACCRVGO","00","203   ","LB",0,0.0138758,0
"I930000891","ACCRVGO","00","204   ","LB",0,0.0118061,0
"I930000891","ACCRVGO","00","205   ","LB",0,0.017832,0
"I930000891","ACCRVGO","00","206   ","LB",0,0.014718,0
"I930000891","ACCRVGO","00","207   ","LB",0,0.0089108,0
"I930000891","ACCRVGO","00","208   ","LB",0,0.0328573,0
"I930000891","ACCRVGP","00","202   ","LB",3,6.006125,3
"I930000891","ACCRVGP","00","205   ","LB",1,6.006125,1
"I930000891","ACCRVGP","00","205   ","LB",3,12.01225,3
"I930000891","ACCRVGP","00","205   ","LB",4,12.01225,4
"I930000891","ACCRVGP","00","205   ","LB",7,6.006125,7
"I930000891","ACCRVGP","00","205   ","LB",9,6.006125,9
"I930000891","ACCRVGQ","00","243   ","LB",0,0.01949,0
"I930000891","ACCRVGQ","00","244   ","LB",0,0.0131811,0
"I930000891","ACCRVGQ","00","245   ","LB",0,0.0196303,0
"I930000891","ACCRVGQ","00","246   ","LB",0,0.0124425,0
"I930000891","ACCRVGQ","00","247   ","LB",0,0.007129,0
"I930000891","ACCRVGQ","00","248   ","LB",0,0.0281271,0
"I930000891","ACCRVGR","00","243   ","LB",1,0.01949,1
"I930000891","ACCRVGR","00","244   ","LB",1,0.0131811,1
"I930000891","ACCRVGR","00","245   ","LB",1,0.0196303,1
"I930000891","ACCRVGR","00","246   ","LB",1,0.0124425,1
"I930000891","ACCRVGR","00","247   ","LB",1,0.007129,1
"I930000891","ACCRVGR","00","248   ","LB",1,0.0281271,1
"I930000891","ACCRVGS","00","376   ","LB",1,0.068952381,1
"I930000891","ACCRVGS","00","376   ","LB",2,0.068952381,2
"I930000891","ACCRVGS","00","376   ","LB",3,0.068952381,3
"I930000891","ACCRVGS","00","376   ","LB",4,0.0344761905,4
"I930000891","ACCRVGS","00","376   ","LB",9,0.0344761905,9
"I930000891","ACCRVGS","00","376   ","LB",10,0.0344761905,10
"I930000891","ACCRVGS","00","376   ","LB",12,0.0344761905,12
"I930000891","ACCRVGS","00","376   ","LB",14,0.0344761905,14
"I930000891","ACCRVGS","00","376   ","LB",30,0.2068571429,30
"I930000891","ACCRVGS","00","376   ","LB",42,0.0344761905,42
"I930000891","ACCRVGS","00","376   ","LB",61,0.0344761905,61
"I930000891","ACCRVGS","00","376   ","LB",75,0.0344761905,75
"I930000891","ACCRVGS","00","376   ","LB",80,0.0344761905,80
"I930000891","ACCRVGS","00","376   ","LB",121,0.0344761905,121
"I930000891","ACCRVGS","00","376   ","LB",147,0.0344761905,147
"I930000891","ACCRVGS","00","376   ","LB",151,0.068952381,151
"I930000891","ACCRVGS","00","378   ","LB",1,0.1379047619,1
"I930000891","ACCRVGS","00","378   ","LB",3,0.1034285714,3
"I930000891","ACCRVGS","00","378   ","LB",4,0.0344761905,4
"I930000891","ACCRVGS","00","378   ","LB",6,0.0344761905,6
"I930000891","ACCRVGS","00","378   ","LB",7,0.0344761905,7
"I930000891","ACCRVGS","00","378   ","LB",9,0.0344761905,9
"I930000891","ACCRVGS","00","378   ","LB",18,0.0344761905,18
"I930000891","ACCRVGS","00","378   ","LB",29,0.0344761905,29
"I930000891","ACCRVGS","00","378   ","LB",30,0.1034285714,30
"I930000891","ACCRVGS","00","378   ","LB",31,0.068952381,31
"I930000891","ACCRVGS","00","378   ","LB",33,0.0344761905,33
"I930000891","ACCRVGS","00","378   ","LB",36,0.0344761905,36
"I930000891","ACCRVGS","00","378   ","LB",39,0.0344761905,39
"I930000891","ACCRVGS","00","378   ","LB",41,0.0344761905,41
"I930000891","ACCRVGS","00","378   ","LB",45,0.0344761905,45
"I930000891","ACCRVGS","00","378   ","LB",74,0.0344761905,74
"I930000891","ACCRVGS","00","378   ","LB",75,0.0344761905,75
"I930000891","ACCRVGS","00","378   ","LB",85,0.0344761905,85
"I930000891","ACCRVGS","00","378   ","LB",105,0.0344761905,105
"I930000891","ACCRVGS","00","378   ","LB",122,0.0344761905,122
"I930000891","ACCRVGS","00","380   ","LB",1,0.1723809524,1
"I930000891","ACCRVGS","00","380   ","LB",2,0.1034285714,2
"I930000891","ACCRVGS","00","380   ","LB",3,0.1379047619,3
"I930000891","ACCRVGS","00","380   ","LB",4,0.1034285714,4
"I930000891","ACCRVGS","00","380   ","LB",5,0.1034285714,5
"I930000891","ACCRVGS","00","380   ","LB",7,0.068952381,7
"I930000891","ACCRVGS","00","380   ","LB",8,0.068952381,8
"I930000891","ACCRVGS","00","380   ","LB",12,0.068952381,12
"I930000891","ACCRVGS","00","380   ","LB",13,0.068952381,13
"I930000891","ACCRVGS","00","380   ","LB",14,0.0344761905,14
"I930000891","ACCRVGS","00","380   ","LB",17,0.0344761905,17
"I930000891","ACCRVGS","00","380   ","LB",20,0.0344761905,20
"I930000891","ACCRVGS","00","380   ","LB",28,0.0344761905,28
"I930000891","ACCRVGS","00","380   ","LB",30,0.068952381,30
"I930000891","ACCRVGS","00","380   ","LB",40,0.068952381,40
"I930000891","ACCRVGS","00","380   ","LB",42,0.0344761905,42
"I930000891","ACCRVGS","00","380   ","LB",45,0.0344761905,45
"I930000891","ACCRVGS","00","380   ","LB",50,0.0344761905,50
"I930000891","ACCRVGS","00","380   ","LB",75,0.0344761905,75
"I930000891","ACCRVGS","00","380   ","LB",81,0.0344761905,81
"I930000891","ACCRVGS","00","380   ","LB",90,0.0344761905,90
"I930000891","ACCRVGS","00","380   ","LB",105,0.0344761905,105
"I930000891","ACCRVGS","00","380   ","LB",138,0.0344761905,138
"I930000891","ACCRVGS","00","380   ","LB",150,0.1723809524,150
"I930000891","ACCRVGT","00","051   ","LB",1,0.6927380952,1
"I930000891","ACCRVGT","00","051   ","LB",2,0.0629761905,2
"I930000891","ACCRVGT","00","051   ","LB",3,0.1889285714,3
"I930000891","ACCRVGT","00","051   ","LB",4,0.0629761905,4
"I930000891","ACCRVGT","00","051   ","LB",5,0.0629761905,5
"I930000891","ACCRVGT","00","051   ","LB",7,0.0629761905,7
"I930000891","ACCRVGT","00","051   ","LB",8,0.0629761905,8
"I930000891","ACCRVGT","00","051   ","LB",17,0.0629761905,17
"I930000891","ACCRVGT","00","051   ","LB",20,0.0629761905,20
"I930000891","ACCRVGT","00","051   ","LB",21,0.0629761905,21
"I930000891","ACCRVGT","00","051   ","LB",27,0.0629761905,27
"I930000891","ACCRVGT","00","051   ","LB",30,0.1889285714,30
"I930000891","ACCRVGT","00","051   ","LB",45,0.0629761905,45
"I930000891","ACCRVGT","00","051   ","LB",48,0.0629761905,48
"I930000891","ACCRVGT","00","051   ","LB",54,0.0629761905,54
"I930000891","ACCRVGT","00","051   ","LB",68,0.0629761905,68
"I930000891","ACCRVGT","00","051   ","LB",128,0.0629761905,128
"I930000891","ACCRVGT","00","051   ","LB",135,0.0629761905,135
"I930000891","ACCRVGT","00","051   ","LB",150,0.1889285714,150
"I930000891","ACCRVGT","00","052   ","LB",1,0.2519047619,1
"I930000891","ACCRVGT","00","052   ","LB",2,0.125952381,2
"I930000891","ACCRVGT","00","052   ","LB",5,0.0629761905,5
"I930000891","ACCRVGT","00","052   ","LB",10,0.1889285714,10
"I930000891","ACCRVGT","00","052   ","LB",13,0.0629761905,13
"I930000891","ACCRVGT","00","052   ","LB",19,0.0629761905,19
"I930000891","ACCRVGT","00","052   ","LB",21,0.0629761905,21
"I930000891","ACCRVGT","00","052   ","LB",30,0.0629761905,30
"I930000891","ACCRVGT","00","052   ","LB",31,0.0629761905,31
"I930000891","ACCRVGT","00","052   ","LB",33,0.0629761905,33
"I930000891","ACCRVGT","00","052   ","LB",45,0.0629761905,45
"I930000891","ACCRVGT","00","052   ","LB",68,0.0629761905,68
"I930000891","ACCRVGT","00","052   ","LB",69,0.0629761905,69
"I930000891","ACCRVGT","00","052   ","LB",75,0.0629761905,75
"I930000891","ACCRVGT","00","052   ","LB",83,0.0629761905,83
"I930000891","ACCRVGT","00","053   ","LB",1,0.5038095238,1
"I930000891","ACCRVGT","00","053   ","LB",3,0.4408333333,3
"I930000891","ACCRVGT","00","053   ","LB",4,0.125952381,4
"I930000891","ACCRVGT","00","053   ","LB",5,0.0629761905,5
"I930000891","ACCRVGT","00","053   ","LB",7,0.0629761905,7
"I930000891","ACCRVGT","00","053   ","LB",9,0.0629761905,9
"I930000891","ACCRVGT","00","053   ","LB",10,0.0629761905,10
"I930000891","ACCRVGT","00","053   ","LB",13,0.0629761905,13
"I930000891","ACCRVGT","00","053   ","LB",18,0.0629761905,18
"I930000891","ACCRVGT","00","053   ","LB",25,0.0629761905,25
"I930000891","ACCRVGT","00","053   ","LB",32,0.0629761905,32
"I930000891","ACCRVGT","00","053   ","LB",40,0.0629761905,40
"I930000891","ACCRVGT","00","053   ","LB",45,0.0629761905,45
"I930000891","ACCRVGT","00","053   ","LB",50,0.0629761905,50
"I930000891","ACCRVGT","00","053   ","LB",51,0.0629761905,51
"I930000891","ACCRVGT","00","053   ","LB",96,0.0629761905,96
"I930000891","ACCRVGT","00","053   ","LB",98,0.0629761905,98
"I930000891","ACCRVGT","00","053   ","LB",112,0.0629761905,112
"I930000891","ACCRVGT","00","053   ","LB",150,0.0629761905,150
"I930000891","ACCRVGT","00","054   ","LB",2,0.0629761905,2
"I930000891","ACCRVGT","00","054   ","LB",25,0.0629761905,25
"I930000891","ACCRVGT","00","054   ","LB",30,0.0629761905,30
"I930000891","ACCRVGT","00","055   ","LB",2,0.125952381,2
"I930000891","ACCRVGT","00","055   ","LB",10,0.0629761905,10
"I930000891","ACCRVGT","00","055   ","LB",76,0.0629761905,76
"I930000891","ACCRVGT","00","056   ","LB",2,0.0629761905,2
"I930000891","ACCRVGT","00","056   ","LB",51,0.0629761905,51
"I930000891","ACCRVGT","00","056   ","LB",96,0.0629761905,96
"I930000891","ACCRVGT","00","056   ","LB",108,0.0629761905,108
"I930000891","ACCRVGU","00","305   ","LB",6,61.422,6
"I930000891","ACCRVGV","00","601   ","LB",1,0.0825714286,1
"I930000891","ACCRVGV","00","601   ","LB",2,0.0275238095,2
"I930000891","ACCRVGV","00","601   ","LB",3,0.0275238095,3
"I930000891","ACCRVGV","00","601   ","LB",4,0.0825714286,4
"I930000891","ACCRVGV","00","601   ","LB",5,0.3853333333,5
"I930000891","ACCRVGV","00","601   ","LB",6,0.1926666667,6
"I930000891","ACCRVGV","00","601   ","LB",9,0.0825714286,9
"I930000891","ACCRVGV","00","601   ","LB",11,0.0275238095,11
"I930000891","ACCRVGV","00","601   ","LB",12,0.6055238095,12
"I930000891","ACCRVGV","00","601   ","LB",17,0.0275238095,17
"I930000891","ACCRVGV","00","601   ","LB",18,0.4128571429,18
"I930000891","ACCRVGV","00","601   ","LB",20,0.1376190476,20
"I930000891","ACCRVGV","00","601   ","LB",21,0.0275238095,21
"I930000891","ACCRVGV","00","601   ","LB",25,0.055047619,25
"I930000891","ACCRVGV","00","601   ","LB",26,0.0275238095,26
"I930000891","ACCRVGV","00","601   ","LB",27,0.055047619,27
"I930000891","ACCRVGV","00","601   ","LB",28,0.0275238095,28
"I930000891","ACCRVGV","00","601   ","LB",31,0.0275238095,31
"I930000891","ACCRVGV","00","601   ","LB",32,0.055047619,32
"I930000891","ACCRVGV","00","601   ","LB",37,0.055047619,37
"I930000891","ACCRVGV","00","601   ","LB",44,0.0275238095,44
"I930000891","ACCRVGV","00","601   ","LB",51,0.0275238095,51
"I930000891","ACCRVGV","00","601   ","LB",53,0.0275238095,53
"I930000891","ACCRVGV","00","601   ","LB",103,0.0275238095,103
"I930000891","ACCRVGV","00","603   ","LB",5,0.0275238095,5
"I930000891","ACCRVGV","00","603   ","LB",12,0.0825714286,12
"I930000891","ACCRVGV","00","603   ","LB",16,0.0275238095,16
"I930000891","ACCRVGV","00","607   ","LB",5,0.0275238095,5
"I930000891","ACCRVGV","00","607   ","LB",12,0.0275238095,12
"I930000891","ACCRVGV","00","607   ","LB",18,0.0275238095,18
"I930000891","ACCRVGW","00","081   ","LB",5,0.0084285714,5
"I930000891","ACCRVGW","00","081   ","LB",16,0.0084285714,16
"I930000891","ACCRVGW","00","901   ","LB",1,0.2781428571,1
